SA2 Code 2018,SA2 2018,DHB of residence,Ethnicity,Population,At least partially vaccinated,Fully vaccinated,Partially vaccinated uptake,Fully vaccinated uptake,SA22018_name,VaccPlanName,Booster vaccinated,Booster vaccinated uptake
307500,Springlands,Nelson Marlborough,Pacific Peoples,69,Masked,Masked,>950,>950,,,Masked,
307600,Yelverton,Nelson Marlborough,Maori,192,175,170,911,885,,,Masked,
307600,Yelverton,Nelson Marlborough,Pacific Peoples,83,Masked,Masked,>950,>950,,,Masked,
307700,Mayfield,Nelson Marlborough,Maori,226,185,170,819,752,,,Masked,
307700,Mayfield,Nelson Marlborough,Pacific Peoples,78,Masked,Masked,>950,>950,,,Masked,
307800,Whitney West,Nelson Marlborough,Maori,246,227,206,923,837,,,Masked,
307800,Whitney West,Nelson Marlborough,Pacific Peoples,63,Masked,Masked,>950,>950,,,Masked,
307900,Blenheim Central,Nelson Marlborough,Maori,193,162.0,142,839,736,,,Masked,
307900,Blenheim Central,Nelson Marlborough,Pacific Peoples,46,Masked,Masked,>950,>950,,,Masked,
308000,Riversdale-Islington,Nelson Marlborough,Maori,314,280,264,892,841,,,Masked,
308000,Riversdale-Islington,Nelson Marlborough,Pacific Peoples,86,Masked,Masked,>950,>950,,,Masked,
308100,Whitney East,Nelson Marlborough,Maori,242,211,204,872,843,,,Masked,
308100,Whitney East,Nelson Marlborough,Pacific Peoples,99,Masked,Masked,>950,>950,,,Masked,
308200,Redwoodtown West,Nelson Marlborough,Maori,239,206,198,862,828,,,Masked,
308200,Redwoodtown West,Nelson Marlborough,Pacific Peoples,75,Masked,68,>950,907,,,Masked,
308300,Witherlea West,Nelson Marlborough,Maori,178,161,150,904,843,,,Masked,
308400,Redwoodtown East,Nelson Marlborough,Maori,220,192,177,873,805,,,Masked,
308400,Redwoodtown East,Nelson Marlborough,Pacific Peoples,72,67,65,931,903,,,Masked,
308500,Riverlands,Nelson Marlborough,Pacific Peoples,53,Masked,Masked,>950,>950,,,Masked,
308600,Witherlea East,Nelson Marlborough,Maori,186,172,164,925,882,,,Masked,
308800,Kaikoura Ranges,Canterbury,Maori,188,167,162,888,862,,,Masked,
308900,Kaikoura,Canterbury,Maori,309,264,246,854,796,,,Masked,
309000,Karamea,West Coast,Maori,47,35,32,745,681,,,Masked,
309200,Westport North,West Coast,Maori,172,155,144,901,837,,,Masked,
309300,Westport Rural,West Coast,Maori,74,68,65,919,878,,,Masked,
309400,Westport South,West Coast,Maori,204,179,167,877,819,,,Masked,
309500,Buller Coalfields,West Coast,Maori,79,65,60,823,759,,,Masked,
309600,Charleston (Buller District),West Coast,Maori,42,35,33,833,786,,,Masked,
309700,Inangahua,West Coast,Maori,48,38,33,792,688,,,Masked,
309800,Reefton,West Coast,Maori,88,69,62,784,705,,,Masked,
309900,Barrytown,West Coast,Maori,84,72,67,857,798,,,Masked,
310000,Runanga,West Coast,Maori,94,79,75,840,798,,,Masked,
310100,Cobden,West Coast,Maori,186,164,149,882,801,,,Masked,
310200,Blaketown,West Coast,Maori,90,75,71,833,789,,,Masked,
310300,Greymouth Central,West Coast,Maori,61,52,49,852,803,,,Masked,
310400,King Park,West Coast,Maori,69,59,58,855,841,,,Masked,
310500,Marsden,West Coast,Maori,104,97,93,933,894,,,Masked,
310600,Karoro,West Coast,Maori,51,Masked,Masked,>950,>950,,,Masked,
310700,Rutherglen-Camerons,West Coast,Maori,85,79,76,929,894,,,Masked,
310800,Greymouth Rural,West Coast,Maori,59,43,39,729,661,,,Masked,
310900,Dobson,West Coast,Maori,78,61,56,782,718,,,Masked,
311000,Nelson Creek,West Coast,Maori,51,Masked,Masked,>950,>950,,,Masked,
311300,Westland Glaciers-Bruce Bay,West Coast,Maori,55,41,41,745,745,,,Masked,
311400,Arahura-Kumara,West Coast,Maori,136,108,100,794,735,,,Masked,
311500,Hokitika,West Coast,Maori,442,405,385,916,871,,,Masked,
311700,Hokitika Rural,West Coast,Maori,127,115,107,906,843,,,Masked,
311800,Waitaha,West Coast,Maori,40,35,31,875,775,,,Masked,
311900,Whataroa-Harihari,West Coast,Maori,49,46,44,939,898,,,Masked,
312000,Hokitika Valley-Otira,West Coast,Maori,41,33,32,805,780,,,Masked,
312200,Amuri,Canterbury,Maori,138,112,103,812,746,,,Masked,
312400,Upper Hurunui,Canterbury,Maori,88,71,68,807,773,,,Masked,
312500,Parnassus,Canterbury,Maori,96,81,73,844,760,,,Masked,
312600,Ashley Forest,Canterbury,Maori,40,37,36,925,900,,,Masked,
312700,Omihi,Canterbury,Maori,63,51,49,810,778,,,Masked,
312800,Balcairn,Canterbury,Maori,102,91,88,892,863,,,Masked,
312900,Amberley,Canterbury,Maori,108,90,81,833,750,,,Masked,
313100,Ashley Gorge,Canterbury,Maori,41,32,30,780,732,,,Masked,
313200,Oxford,Canterbury,Maori,94,80,78,851,830,,,Masked,
313300,Starvation Hill-Cust,Canterbury,Maori,67,53,51,791,761,,,Masked,
313400,Loburn,Canterbury,Maori,86,67,64,779,744,,,Masked,
313500,Eyrewell,Canterbury,Maori,95,81,78,853,821,,,Masked,
313600,West Eyreton,Canterbury,Maori,54,Masked,Masked,>950,>950,,,Masked,
313700,Ashley-Sefton,Canterbury,Maori,111,92,87,829,784,,,Masked,
313800,Fernside,Canterbury,Maori,75,67,65,893,867,,,Masked,
313900,Rangiora North West,Canterbury,Maori,90,77,73,856,811,,,Masked,
314000,Kingsbury,Canterbury,Maori,93,87,84,935,903,,,Masked,
314100,Ashgrove,Canterbury,Maori,99,86,82,869,828,,,Masked,
314200,Rangiora North East,Canterbury,Maori,136,113,108,831,794,,,Masked,
314300,Oxford Estate,Canterbury,Maori,63,59,56,937,889,,,Masked,
314500,Rangiora South West,Canterbury,Maori,113,100,91,885,805,,,Masked,
314600,Lilybrook,Canterbury,Maori,225,197,188,876,836,,,Masked,
314600,Lilybrook,Canterbury,Pacific Peoples,41,34,31,829,756,,,Masked,
314700,Waikuku,Canterbury,Maori,166,142,138,855,831,,,Masked,
314800,Mandeville-Ohoka,Canterbury,Maori,120,Masked,114,>950,950,,,Masked,
314900,Rangiora South East,Canterbury,Maori,140,112,108,800,771,,,Masked,
315000,Southbrook,Canterbury,Maori,43,40,38,930,884,,,Masked,
315200,Tuahiwi,Canterbury,Maori,158,149,140,943,886,,,Masked,
315300,Woodend,Canterbury,Maori,218,Masked,198,>950,908,,,Masked,
315400,Pegasus,Canterbury,Maori,156,Masked,147,>950,942,,,Masked,
315500,Clarkville,Canterbury,Maori,73,66,63,904,863,,,Masked,
315600,Pegasus Bay,Canterbury,Maori,119,95,92,798,773,,,Masked,
315700,Kaiapoi North West,Canterbury,Maori,226,200,192,885,850,,,Masked,
315700,Kaiapoi North West,Canterbury,Pacific Peoples,49,42,41,857,837,,,Masked,
315800,Silverstream (Waimakariri District),Canterbury,Maori,67,60,60,896,896,,,Masked,
315900,Sovereign Palms,Canterbury,Maori,275,258,248,938,902,,,Masked,
315900,Sovereign Palms,Canterbury,Pacific Peoples,47,43,43,915,915,,,Masked,
316000,Kaiapoi West,Canterbury,Maori,136,121,115,890,846,,,Masked,
316100,Kaiapoi Central,Canterbury,Maori,208,187,177,899,851,,,Masked,
316200,Kaiapoi South,Canterbury,Maori,122,111,107,910,877,,,Masked,
316500,Paparua,Canterbury,Maori,54,49,44,907,815,,,Masked,
316600,Yaldhurst,Canterbury,Maori,80,Masked,Masked,>950,>950,,,Masked,
316600,Yaldhurst,Canterbury,Pacific Peoples,45,Masked,Masked,>950,>950,,,Masked,
316900,Belfast West,Canterbury,Maori,112,Masked,105,>950,938,,,Masked,
317000,Harewood,Canterbury,Maori,42,Masked,37,>950,881,,,Masked,
317100,Brooklands-Spencerville,Canterbury,Maori,65,Masked,Masked,>950,>950,,,Masked,
317200,Styx,Canterbury,Maori,80,73,68,912,850,,,Masked,
317300,Belfast East,Canterbury,Maori,231,219,205,948,887,,,Masked,
317300,Belfast East,Canterbury,Pacific Peoples,59,Masked,Masked,>950,>950,,,Masked,
317400,Northwood,Canterbury,Maori,115,107,106,930,922,,,Masked,
317600,Regents Park,Canterbury,Maori,43,Masked,Masked,>950,>950,,,Masked,
317700,Hawthornden,Canterbury,Maori,126,Masked,117,>950,929,,,Masked,
317700,Hawthornden,Canterbury,Pacific Peoples,81,Masked,Masked,>950,>950,,,Masked,
317800,Bishopdale North,Canterbury,Maori,287,264,250,920,871,,,Masked,
317800,Bishopdale North,Canterbury,Pacific Peoples,84,73,70,869,833,,,Masked,
317900,Casebrook,Canterbury,Maori,278,257,246,924,885,,,Masked,
317900,Casebrook,Canterbury,Pacific Peoples,90,Masked,Masked,>950,>950,,,Masked,
318000,Bishopdale West,Canterbury,Maori,179,165,155,922,866,,,Masked,
318000,Bishopdale West,Canterbury,Pacific Peoples,97,92,80,948,825,,,Masked,
318100,Templeton,Canterbury,Maori,157,Masked,Masked,>950,>950,,,Masked,
318200,Islington,Canterbury,Maori,113,107,100,947,885,,,Masked,
318200,Islington,Canterbury,Pacific Peoples,55,46,45,836,818,,,Masked,
318300,Burnside Park,Canterbury,Maori,139,131,126,942,906,,,Masked,
318300,Burnside Park,Canterbury,Pacific Peoples,50,45,44,900,880,,,Masked,
318400,Marshland,Canterbury,Maori,67,59,54,881,806,,,Masked,
318500,Avonhead North,Canterbury,Maori,52,47,46,904,885,,,Masked,
318600,Redwood North,Canterbury,Maori,186,Masked,Masked,>950,>950,,,Masked,
318700,Broomfield,Canterbury,Maori,264,246,225,932,852,,,Masked,
318700,Broomfield,Canterbury,Pacific Peoples,139,122,112,878,806,,,Masked,
318800,Redwood West,Canterbury,Maori,234,200,175,855,748,,,Masked,
318800,Redwood West,Canterbury,Pacific Peoples,81,Masked,76,>950,938,,,Masked,
318900,Avonhead West,Canterbury,Maori,42,Masked,Masked,>950,>950,,,Masked,
319000,Bishopdale South,Canterbury,Maori,127,Masked,118,>950,929,,,Masked,
319000,Bishopdale South,Canterbury,Pacific Peoples,60,Masked,Masked,>950,>950,,,Masked,
319200,Burnside,Canterbury,Maori,197,178,163,904,827,,,Masked,
319200,Burnside,Canterbury,Pacific Peoples,78,73,70,936,897,,,Masked,
319300,Hei Hei,Canterbury,Maori,352,323,311,918,884,,,Masked,
319300,Hei Hei,Canterbury,Pacific Peoples,244,223,221,914,906,,,Masked,
319400,Papanui North,Canterbury,Maori,225,188,161,836,716,,,Masked,
319400,Papanui North,Canterbury,Pacific Peoples,84,Masked,Masked,>950,>950,,,Masked,
319500,Avonhead East,Canterbury,Maori,115,Masked,104,>950,904,,,Masked,
319500,Avonhead East,Canterbury,Pacific Peoples,60,Masked,57,>950,950,,,Masked,
319600,Redwood East,Canterbury,Maori,268,245,240,914,896,,,Masked,
319600,Redwood East,Canterbury,Pacific Peoples,74,Masked,69,>950,932,,,Masked,
319700,Avonhead South,Canterbury,Maori,125,Masked,112,>950,896,,,Masked,
319700,Avonhead South,Canterbury,Pacific Peoples,70,Masked,Masked,>950,>950,,,Masked,
319800,Riccarton Racecourse,Canterbury,Maori,95,88,83,926,874,,,Masked,
319800,Riccarton Racecourse,Canterbury,Pacific Peoples,60,Masked,Masked,>950,>950,,,Masked,
319900,Bryndwr North,Canterbury,Maori,320,266,238,831,744,,,Masked,
319900,Bryndwr North,Canterbury,Pacific Peoples,103,Masked,Masked,>950,>950,,,Masked,
320100,Papanui West,Canterbury,Maori,157,Masked,Masked,>950,>950,,,Masked,
320100,Papanui West,Canterbury,Pacific Peoples,58,51,47,879,810,,,Masked,
320200,Ilam North,Canterbury,Maori,132,Masked,123,>950,932,,,Masked,
320200,Ilam North,Canterbury,Pacific Peoples,63,Masked,Masked,>950,>950,,,Masked,
320300,Hornby West,Canterbury,Maori,271,Masked,Masked,>950,>950,,,Masked,
320300,Hornby West,Canterbury,Pacific Peoples,138,Masked,Masked,>950,>950,,,Masked,
320500,Northcote (Christchurch City),Canterbury,Maori,170,161,155,947,912,,,Masked,
320500,Northcote (Christchurch City),Canterbury,Pacific Peoples,67,Masked,Masked,>950,>950,,,Masked,
320600,Jellie Park,Canterbury,Maori,117,Masked,106,>950,906,,,Masked,
320700,Ilam South,Canterbury,Maori,124,106,103,855,831,,,Masked,
320700,Ilam South,Canterbury,Pacific Peoples,78,72,70,923,897,,,Masked,
320800,Bryndwr South,Canterbury,Maori,192,160,150,833,781,,,Masked,
320800,Bryndwr South,Canterbury,Pacific Peoples,63,Masked,Masked,>950,>950,,,Masked,
320900,Papanui East,Canterbury,Maori,83,75,73,904,880,,,Masked,
320900,Papanui East,Canterbury,Pacific Peoples,42,Masked,Masked,>950,>950,,,Masked,
321000,Sockburn North,Canterbury,Maori,188,173,165,920,878,,,Masked,
321000,Sockburn North,Canterbury,Pacific Peoples,129,121,119,938,922,,,Masked,
321100,Hornby South,Canterbury,Maori,421,Masked,373,>950,886,,,Masked,
321100,Hornby South,Canterbury,Pacific Peoples,155,Masked,Masked,>950,>950,,,Masked,
321200,Ilam University,Canterbury,Maori,130,Masked,Masked,>950,>950,,,Masked,
321200,Ilam University,Canterbury,Pacific Peoples,63,53,51,841,810,,,Masked,
321300,Prestons,Canterbury,Maori,178,Masked,169,>950,949,,,Masked,
321300,Prestons,Canterbury,Pacific Peoples,44,Masked,Masked,>950,>950,,,Masked,
321400,Strowan,Canterbury,Maori,143,131,127,916,888,,,Masked,
321500,Fendalton,Canterbury,Maori,64,Masked,Masked,>950,>950,,,Masked,
321600,Waitikiri,Canterbury,Maori,170,Masked,158,>950,929,,,Masked,
321700,Mairehau North,Canterbury,Maori,235,208,194,885,826,,,Masked,
321700,Mairehau North,Canterbury,Pacific Peoples,66,Masked,Masked,>950,>950,,,Masked,
321800,Bush Inn,Canterbury,Maori,150,140,132,933,880,,,Masked,
321800,Bush Inn,Canterbury,Pacific Peoples,66,Masked,62,>950,939,,,Masked,
321900,Awatea North,Canterbury,Maori,142,Masked,131,>950,923,,,Masked,
321900,Awatea North,Canterbury,Pacific Peoples,107,Masked,Masked,>950,>950,,,Masked,
322000,Upper Riccarton,Canterbury,Maori,170,136,123,800,724,,,Masked,
322000,Upper Riccarton,Canterbury,Pacific Peoples,82,73,69,890,841,,,Masked,
322100,Malvern,Canterbury,Maori,133,Masked,122,>950,917,,,Masked,
322100,Malvern,Canterbury,Pacific Peoples,41,Masked,Masked,>950,>950,,,Masked,
322200,Rutland,Canterbury,Maori,112,105,103,938,920,,,Masked,
322300,Sockburn South,Canterbury,Maori,50,45,42,900,840,,,Masked,
322400,Deans Bush,Canterbury,Maori,73,69,67,945,918,,,Masked,
322600,Holmwood,Canterbury,Maori,56,Masked,Masked,>950,>950,,,Masked,
322700,Wharenui,Canterbury,Maori,184,168,160,913,870,,,Masked,
322700,Wharenui,Canterbury,Pacific Peoples,98,Masked,Masked,>950,>950,,,Masked,
322800,Wigram West,Canterbury,Maori,42,39,39,929,929,,,Masked,
322900,Awatea South,Canterbury,Maori,50,40,39,800,780,,,Masked,
323000,Merivale,Canterbury,Maori,95,89,84,937,884,,,Masked,
323100,Mairehau South,Canterbury,Maori,270,248,228,919,844,,,Masked,
323100,Mairehau South,Canterbury,Pacific Peoples,102,Masked,95,>950,931,,,Masked,
323200,Mona Vale,Canterbury,Maori,68,64,63,941,926,,,Masked,
323300,Riccarton West,Canterbury,Maori,250,231,208,924,832,,,Masked,
323300,Riccarton West,Canterbury,Pacific Peoples,118,Masked,Masked,>950,>950,,,Masked,
323400,Shirley West,Canterbury,Maori,423,358,335,846,792,,,Masked,
323400,Shirley West,Canterbury,Pacific Peoples,190,169,159,889,837,,,Masked,
323700,Queenspark,Canterbury,Maori,298,264,251,886,842,,,Masked,
323700,Queenspark,Canterbury,Pacific Peoples,89,81,76,910,854,,,Masked,
323800,St Albans North,Canterbury,Maori,136,120,114,882,838,,,Masked,
323800,St Albans North,Canterbury,Pacific Peoples,46,40,39,870,848,,,Masked,
323900,St Albans West,Canterbury,Maori,132,Masked,Masked,>950,>950,,,Masked,
323900,St Albans West,Canterbury,Pacific Peoples,40,Masked,Masked,>950,>950,,,Masked,
324000,Travis Wetlands,Canterbury,Maori,161,147,141,913,876,,,Masked,
324000,Travis Wetlands,Canterbury,Pacific Peoples,57,49,47,860,825,,,Masked,
324300,Oaklands West,Canterbury,Maori,115,Masked,Masked,>950,>950,,,Masked,
324300,Oaklands West,Canterbury,Pacific Peoples,52,Masked,Masked,>950,>950,,,Masked,
324400,Riccarton South,Canterbury,Maori,172,150,142,872,826,,,Masked,
324400,Riccarton South,Canterbury,Pacific Peoples,64,Masked,Masked,>950,>950,,,Masked,
324500,Halswell West,Canterbury,Maori,146,Masked,Masked,>950,>950,,,Masked,
324500,Halswell West,Canterbury,Pacific Peoples,50,45,45,900,900,,,Masked,
324600,Shirley East,Canterbury,Maori,198,180,171,909,864,,,Masked,
324600,Shirley East,Canterbury,Pacific Peoples,45,Masked,Masked,>950,>950,,,Masked,
324800,St Albans East,Canterbury,Maori,203,175,167,862,823,,,Masked,
324800,St Albans East,Canterbury,Pacific Peoples,68,64,62,941,912,,,Masked,
325000,Hillmorton,Canterbury,Maori,175,Masked,164,>950,937,,,Masked,
325000,Hillmorton,Canterbury,Pacific Peoples,79,Masked,Masked,>950,>950,,,Masked,
325100,Parklands,Canterbury,Maori,429,406,381,946,888,,,Masked,
325100,Parklands,Canterbury,Pacific Peoples,105,96,90,914,857,,,Masked,
325200,Riccarton East,Canterbury,Maori,52,Masked,Masked,>950,>950,,,Masked,
325300,Edgeware,Canterbury,Maori,283,249,235,880,830,,,Masked,
325300,Edgeware,Canterbury,Pacific Peoples,79,67,64,848,810,,,Masked,
325400,Aidanfield,Canterbury,Maori,99,88,88,889,889,,,Masked,
325400,Aidanfield,Canterbury,Pacific Peoples,50,47,47,940,940,,,Masked,
325600,Burwood,Canterbury,Maori,349,319,305,914,874,,,Masked,
325600,Burwood,Canterbury,Pacific Peoples,81,Masked,75,>950,926,,,Masked,
325700,Christchurch Central-West,Canterbury,Maori,102,90,81,882,794,,,Masked,
325800,Christchurch Central-North,Canterbury,Maori,194,173,170,892,876,,,Masked,
325800,Christchurch Central-North,Canterbury,Pacific Peoples,54,45,43,833,796,,,Masked,
325900,Richmond North (Christchurch City),Canterbury,Maori,209,188,170,900,813,,,Masked,
325900,Richmond North (Christchurch City),Canterbury,Pacific Peoples,59,47,43,797,729,,,Masked,
326000,Waimairi Beach,Canterbury,Maori,69,Masked,65,>950,942,,,Masked,
326100,Addington West,Canterbury,Maori,197,173,163,878,827,,,Masked,
326100,Addington West,Canterbury,Pacific Peoples,95,Masked,Masked,>950,>950,,,Masked,
326300,Oaklands East,Canterbury,Maori,216,199,188,921,870,,,Masked,
326300,Oaklands East,Canterbury,Pacific Peoples,72,64,60,889,833,,,Masked,
326500,Dallington,Canterbury,Maori,228,203,186,890,816,,,Masked,
326500,Dallington,Canterbury,Pacific Peoples,78,Masked,72,>950,923,,,Masked,
326700,Hoon Hay West,Canterbury,Maori,377.0,351.0,318,931,844,,,Masked,
326700,Hoon Hay West,Canterbury,Pacific Peoples,381.0,355.0,343,932,900,,,Masked,
326800,Richmond South (Christchurch City),Canterbury,Maori,208,192,178,923,856,,,Masked,
326800,Richmond South (Christchurch City),Canterbury,Pacific Peoples,63,Masked,Masked,>950,>950,,,Masked,
326900,Spreydon West,Canterbury,Maori,263,236,229,897,871,,,Masked,
326900,Spreydon West,Canterbury,Pacific Peoples,66,61,58,924,879,,,Masked,
327000,Christchurch Central-East,Canterbury,Maori,205,Masked,184,>950,898,,,Masked,
327000,Christchurch Central-East,Canterbury,Pacific Peoples,61,53,50,869,820,,,Masked,
327100,Christchurch Central-South,Canterbury,Maori,56,Masked,51,>950,911,,,Masked,
327200,North Beach,Canterbury,Maori,458,416,393,908,858,,,Masked,
327200,North Beach,Canterbury,Pacific Peoples,100,89,86,890,860,,,Masked,
327300,Halswell North,Canterbury,Maori,78,Masked,Masked,>950,>950,,,Masked,
327400,Addington East,Canterbury,Maori,272,247,230,908,846,,,Masked,
327400,Addington East,Canterbury,Pacific Peoples,96,88,87,917,906,,,Masked,
327500,Avondale (Christchurch City),Canterbury,Maori,266,241,227,906,853,,,Masked,
327500,Avondale (Christchurch City),Canterbury,Pacific Peoples,118,108,99,915,839,,,Masked,
327600,Spreydon North,Canterbury,Maori,343,309,294,901,857,,,Masked,
327600,Spreydon North,Canterbury,Pacific Peoples,111,Masked,Masked,>950,>950,,,Masked,
327700,Hoon Hay East,Canterbury,Maori,202,183,176,906,871,,,Masked,
327700,Hoon Hay East,Canterbury,Pacific Peoples,77,Masked,Masked,>950,>950,,,Masked,
327800,Avonside,Canterbury,Maori,231,203,179,879,775,,,Masked,
327800,Avonside,Canterbury,Pacific Peoples,95,84,83,884,874,,,Masked,
327900,Linwood West,Canterbury,Maori,528,419,387,794,733,,,Masked,
327900,Linwood West,Canterbury,Pacific Peoples,235,Masked,220,>950,936,,,Masked,
328000,Halswell South,Canterbury,Maori,121,112,110,926,909,,,Masked,
328200,Spreydon South,Canterbury,Maori,171,158,148,924,865,,,Masked,
328200,Spreydon South,Canterbury,Pacific Peoples,44,Masked,Masked,>950,>950,,,Masked,
328300,Rawhiti ,Canterbury,Maori,323,290,268,898,830,,,Masked,
328300,Rawhiti ,Canterbury,Pacific Peoples,99,Masked,94,>950,949,,,Masked,
328400,Wainoni,Canterbury,Maori,432,385,361,891,836,,,Masked,
328400,Wainoni,Canterbury,Pacific Peoples,175,154,146,880,834,,,Masked,
328500,Linwood North,Canterbury,Maori,403,352,320,873,794,,,Masked,
328500,Linwood North,Canterbury,Pacific Peoples,145,Masked,133,>950,917,,,Masked,
328600,Aranui,Canterbury,Maori,963,795,721,826,749,,,Masked,
328600,Aranui,Canterbury,Pacific Peoples,520,467,441,898,848,,,Masked,
328700,Sydenham West,Canterbury,Maori,101,91,89,901,881,,,Masked,
328900,Phillipstown,Canterbury,Maori,490,449,412,916,841,,,Masked,
328900,Phillipstown,Canterbury,Pacific Peoples,239,Masked,224,>950,937,,,Masked,
329100,Somerfield East,Canterbury,Maori,189,Masked,168,>950,889,,,Masked,
329100,Somerfield East,Canterbury,Pacific Peoples,44,40,35,909,795,,,Masked,
329200,Somerfield West,Canterbury,Maori,141,133,129,943,915,,,Masked,
329300,Linwood East,Canterbury,Maori,319,290,270,909,846,,,Masked,
329300,Linwood East,Canterbury,Pacific Peoples,140,Masked,Masked,>950,>950,,,Masked,
329400,Sydenham North,Canterbury,Maori,174,155,141,891,810,,,Masked,
329400,Sydenham North,Canterbury,Pacific Peoples,69,64,62,928,899,,,Masked,
329500,Hoon Hay South,Canterbury,Maori,85,Masked,Masked,>950,>950,,,Masked,
329500,Hoon Hay South,Canterbury,Pacific Peoples,49,Masked,Masked,>950,>950,,,Masked,
329600,Charleston (Christchurch City),Canterbury,Maori,181,158,145,873,801,,,Masked,
329600,Charleston (Christchurch City),Canterbury,Pacific Peoples,62,56,49,903,790,,,Masked,
329700,Sydenham South,Canterbury,Maori,166,148,133,892,801,,,Masked,
329700,Sydenham South,Canterbury,Pacific Peoples,60,57,56,950,933,,,Masked,
329800,Bexley,Canterbury,Maori,489,414,378,847,773,,,Masked,
329800,Bexley,Canterbury,Pacific Peoples,217,Masked,200,>950,922,,,Masked,
329900,Waltham,Canterbury,Maori,163,148,137,908,840,,,Masked,
329900,Waltham,Canterbury,Pacific Peoples,84,Masked,Masked,>950,>950,,,Masked,
330000,Westmorland,Canterbury,Maori,90,Masked,Masked,>950,>950,,,Masked,
330100,Woolston North,Canterbury,Maori,425,394,359,927,845,,,Masked,
330100,Woolston North,Canterbury,Pacific Peoples,175,162,156,926,891,,,Masked,
330200,New Brighton,Canterbury,Maori,326,290,270,890,828,,,Masked,
330200,New Brighton,Canterbury,Pacific Peoples,80,69,66,862,825,,,Masked,
330300,Cashmere West,Canterbury,Maori,91,Masked,Masked,>950,>950,,,Masked,
330400,Bromley South,Canterbury,Maori,396,368,341,929,861,,,Masked,
330400,Bromley South,Canterbury,Pacific Peoples,230,Masked,200,>950,870,,,Masked,
330500,Ensors,Canterbury,Maori,224,194,185,866,826,,,Masked,
330500,Ensors,Canterbury,Pacific Peoples,82,Masked,77,>950,939,,,Masked,
330600,Beckenham,Canterbury,Maori,83,Masked,Masked,>950,>950,,,Masked,
330800,St Martins,Canterbury,Maori,158,134,127,848,804,,,Masked,
330800,St Martins,Canterbury,Pacific Peoples,41,34,31,829,756,,,Masked,
330900,Opawa,Canterbury,Maori,72,66,64,917,889,,,Masked,
331000,Woolston West,Canterbury,Maori,161,147,132,913,820,,,Masked,
331000,Woolston West,Canterbury,Pacific Peoples,52,46,46,885,885,,,Masked,
331100,Woolston East,Canterbury,Maori,331,299,282,903,852,,,Masked,
331100,Woolston East,Canterbury,Pacific Peoples,217,Masked,Masked,>950,>950,,,Masked,
331200,Huntsbury,Canterbury,Maori,92,Masked,Masked,>950,>950,,,Masked,
331300,Cashmere East,Canterbury,Maori,107,Masked,101,>950,944,,,Masked,
331400,Hillsborough (Christchurch City),Canterbury,Maori,149,Masked,137,>950,919,,,Masked,
331500,Woolston South,Canterbury,Maori,45,Masked,37,>950,822,,,Masked,
331700,South New Brighton,Canterbury,Maori,327,288,275,881,841,,,Masked,
331700,South New Brighton,Canterbury,Pacific Peoples,49,Masked,Masked,>950,>950,,,Masked,
331800,Brookhaven-Ferrymead,Canterbury,Maori,90,Masked,82,>950,911,,,Masked,
331800,Brookhaven-Ferrymead,Canterbury,Pacific Peoples,57,Masked,Masked,>950,>950,,,Masked,
331900,Heathcote Valley,Canterbury,Maori,113,Masked,107,>950,947,,,Masked,
332000,Mount Pleasant,Canterbury,Maori,106,Masked,Masked,>950,>950,,,Masked,
332100,Redcliffs,Canterbury,Maori,82,75,75,915,915,,,Masked,
332400,Clifton Hill,Canterbury,Maori,48,Masked,Masked,>950,>950,,,Masked,
332500,Lyttelton,Canterbury,Maori,262,249,243,950,927,,,Masked,
332700,Sumner,Canterbury,Maori,121,Masked,113,>950,934,,,Masked,
332900,Diamond Harbour,Canterbury,Maori,53,50,47,943,887,,,Masked,
333100,Banks Peninsula South,Canterbury,Maori,79,73,70,924,886,,,Masked,
333200,Eastern Bays-Banks Peninsula,Canterbury,Maori,49,Masked,46,>950,939,,,Masked,
333300,Akaroa Harbour,Canterbury,Maori,46,39,39,848,848,,,Masked,
333500,Akaroa,Canterbury,Maori,44,35,34,795,773,,,Masked,
333700,Torlesse,Canterbury,Maori,73,Masked,64,>950,877,,,Masked,
333800,Glenroy-Hororata,Canterbury,Maori,53,Masked,48,>950,906,,,Masked,
333900,Glentunnel,Canterbury,Maori,40,35,34,875,850,,,Masked,
334000,Darfield,Canterbury,Maori,108,Masked,101,>950,935,,,Masked,
334200,Bankside,Canterbury,Maori,61,55,55,902,902,,,Masked,
334300,Charing Cross,Canterbury,Maori,47,Masked,Masked,>950,>950,,,Masked,
334400,Halkett,Canterbury,Maori,46,Masked,43,>950,935,,,Masked,
334500,Newtons Road,Canterbury,Maori,167,154,149,922,892,,,Masked,
334600,West Melton,Canterbury,Maori,77,Masked,Masked,>950,>950,,,Masked,
334700,Burnham Camp,Canterbury,Maori,98,Masked,Masked,>950,>950,,,Masked,
334900,Rolleston North West,Canterbury,Maori,226,Masked,214,>950,947,,,Masked,
334900,Rolleston North West,Canterbury,Pacific Peoples,74,Masked,Masked,>950,>950,,,Masked,
335000,Springston,Canterbury,Maori,101,94,91,931,901,,,Masked,
335100,Rolleston Central,Canterbury,Maori,202,Masked,Masked,>950,>950,,,Masked,
335100,Rolleston Central,Canterbury,Pacific Peoples,61,Masked,Masked,>950,>950,,,Masked,
335200,Rolleston North East,Canterbury,Maori,293,Masked,Masked,>950,>950,,,Masked,
