SA2 Code 2018,SA2 2018,DHB of residence,Ethnicity,Population,At least partially vaccinated,Fully vaccinated,Partially vaccinated uptake,Fully vaccinated uptake,SA22018_name,VaccPlanName,Booster vaccinated,Booster vaccinated uptake
335200,Rolleston North East,Canterbury,Pacific Peoples,78,Masked,Masked,>950,>950,,,Masked,
335300,Rolleston South West,Canterbury,Maori,225,Masked,Masked,>950,>950,,,Masked,
335300,Rolleston South West,Canterbury,Pacific Peoples,54,Masked,50,>950,926,,,Masked,
335400,Southbridge,Canterbury,Maori,154,141,137,916,890,,,Masked,
335500,Rolleston South East,Canterbury,Maori,378,Masked,Masked,>950,>950,,,Masked,
335500,Rolleston South East,Canterbury,Pacific Peoples,178,Masked,166,>950,933,,,Masked,
335600,Trents,Canterbury,Maori,81,74,73,914,901,,,Masked,
335700,Prebbleton,Canterbury,Maori,134,Masked,Masked,>950,>950,,,Masked,
335800,Irwell,Canterbury,Maori,78,73,67,936,859,,,Masked,
335900,Ladbrooks,Canterbury,Maori,69,Masked,Masked,>950,>950,,,Masked,
336000,Lincoln West,Canterbury,Maori,142,Masked,Masked,>950,>950,,,Masked,
336000,Lincoln West,Canterbury,Pacific Peoples,42,33,33,786,786,,,Masked,
336100,Lincoln East,Canterbury,Maori,156,Masked,148,>950,949,,,Masked,
336200,Leeston,Canterbury,Maori,150,141,133,940,887,,,Masked,
336300,Tai Tapu,Canterbury,Maori,55,Masked,52,>950,945,,,Masked,
336700,Cairnbrae,Canterbury,Maori,41,Masked,38,>950,927,,,Masked,
336800,Ashburton Forks,Canterbury,Maori,64,54,49,844,766,,,Masked,
336900,Methven,Canterbury,Maori,81,Masked,74,>950,914,,,Masked,
337000,Ealing-Lowcliffe,Canterbury,Maori,72,64,58,889,806,,,Masked,
337100,Eiffelton,Canterbury,Maori,82,75,71,915,866,,,Masked,
337200,Chertsey,Canterbury,Maori,78,Masked,Masked,>950,>950,,,Masked,
337300,Winchmore-Wakanui,Canterbury,Maori,43,Masked,37,>950,860,,,Masked,
337400,Allenton North,Canterbury,Maori,114,100,92,877,807,,,Masked,
337400,Allenton North,Canterbury,Pacific Peoples,68,Masked,Masked,>950,>950,,,Masked,
337500,Allenton South,Canterbury,Maori,119,110,103,924,866,,,Masked,
337500,Allenton South,Canterbury,Pacific Peoples,90,Masked,80,>950,889,,,Masked,
337600,Rakaia,Canterbury,Maori,109,96,90,881,826,,,Masked,
337600,Rakaia,Canterbury,Pacific Peoples,50,Masked,Masked,>950,>950,,,Masked,
337700,Ashburton North,Canterbury,Maori,43,37,37,860,860,,,Masked,
337800,Allenton East,Canterbury,Maori,85,79,67,929,788,,,Masked,
337800,Allenton East,Canterbury,Pacific Peoples,121,113,108,934,893,,,Masked,
337900,Tinwald North,Canterbury,Maori,59,Masked,50,>950,847,,,Masked,
338200,Tinwald South,Canterbury,Maori,143,129,120,902,839,,,Masked,
338200,Tinwald South,Canterbury,Pacific Peoples,87,Masked,Masked,>950,>950,,,Masked,
338300,Ashburton East,Canterbury,Maori,75,71,65,947,867,,,Masked,
338300,Ashburton East,Canterbury,Pacific Peoples,144,Masked,125,>950,868,,,Masked,
338400,Netherby,Canterbury,Maori,187.0,154,142,824,759,,,Masked,
338400,Netherby,Canterbury,Pacific Peoples,195.0,Masked,180,>950,923,,,Masked,
338500,Hampstead,Canterbury,Maori,220,203,190,923,864,,,Masked,
338500,Hampstead,Canterbury,Pacific Peoples,279,259,244,928,875,,,Masked,
338800,Levels Valley,South Canterbury,Maori,42,39,37,929,881,,,Masked,
338900,Geraldine,South Canterbury,Maori,132,123,115,932,871,,,Masked,
339000,Rangitata,South Canterbury,Maori,61,54,52,885,852,,,Masked,
339100,Waitohi (Timaru District),South Canterbury,Maori,104,87,84,837,808,,,Masked,
339200,Pleasant Point,South Canterbury,Maori,116,90,82,776,707,,,Masked,
339300,Temuka West,South Canterbury,Maori,196,171,155,872,791,,,Masked,
339400,Hadlow,South Canterbury,Maori,44,41,40,932,909,,,Masked,
339500,Levels,South Canterbury,Maori,83,72,67,867,807,,,Masked,
339600,Temuka East,South Canterbury,Maori,218,191,177,876,812,,,Masked,
339800,Washdyke,South Canterbury,Maori,81,75,73,926,901,,,Masked,
339900,Fairview,South Canterbury,Maori,87,75,70,862,805,,,Masked,
340000,Gleniti South,South Canterbury,Maori,65,59,55,908,846,,,Masked,
340100,Glenwood,South Canterbury,Maori,129,Masked,116,>950,899,,,Masked,
340100,Glenwood,South Canterbury,Pacific Peoples,49,44,43,898,878,,,Masked,
340200,Marchwiel West,South Canterbury,Maori,99,80,75,808,758,,,Masked,
340300,Marchwiel East,South Canterbury,Maori,141,121,104,858,738,,,Masked,
340300,Marchwiel East,South Canterbury,Pacific Peoples,65,Masked,Masked,>950,>950,,,Masked,
340400,Highfield North,South Canterbury,Maori,102,87,81,853,794,,,Masked,
340500,Highfield South,South Canterbury,Maori,66,Masked,56,>950,848,,,Masked,
340600,Waimataitai-Maori Hill,South Canterbury,Maori,150,129,122,860,813,,,Masked,
340600,Waimataitai-Maori Hill,South Canterbury,Pacific Peoples,49,Masked,46,>950,939,,,Masked,
340700,Fraser Park,South Canterbury,Maori,161,142,129,882,801,,,Masked,
340700,Fraser Park,South Canterbury,Pacific Peoples,46,Masked,Masked,>950,>950,,,Masked,
340800,Seaview,South Canterbury,Maori,171,151,140,883,819,,,Masked,
340800,Seaview,South Canterbury,Pacific Peoples,56,Masked,Masked,>950,>950,,,Masked,
341000,Watlington,South Canterbury,Maori,190,172,157,905,826,,,Masked,
341000,Watlington,South Canterbury,Pacific Peoples,52,Masked,Masked,>950,>950,,,Masked,
341100,Timaru Central,South Canterbury,Maori,46,42,40,913,870,,,Masked,
341300,Parkside,South Canterbury,Maori,179,161,151,899,844,,,Masked,
341300,Parkside,South Canterbury,Pacific Peoples,67,61,56,910,836,,,Masked,
341400,Kensington (Timaru District),South Canterbury,Maori,119,97,87,815,731,,,Masked,
341800,Twizel,South Canterbury,Maori,92,87,83,946,902,,,Masked,
341900,Opua (Mackenzie District),South Canterbury,Maori,45,34,33,756,733,,,Masked,
342000,Fairlie,South Canterbury,Maori,47,42,39,894,830,,,Masked,
342400,Makikihi-Willowbridge,South Canterbury,Maori,42,33,29,786,690,,,Masked,
342600,Morven-Glenavy-Ikawai,South Canterbury,Maori,57,48,42,842,737,,,Masked,
342700,Waimate West,South Canterbury,Maori,68,55,52,809,765,,,Masked,
342800,Waimate East,South Canterbury,Maori,82,Masked,75,>950,915,,,Masked,
343000,Chatham Islands,Canterbury,Maori,131,122,120,931,916,,,Masked,
343300,Danseys Pass,Southern,Maori,59,53,50,898,847,,,Masked,
343400,Ngapara,Southern,Maori,60,Masked,53,>950,883,,,Masked,
343500,Lower Waitaki,Southern,Maori,49,38,35,776,714,,,Masked,
343600,Waihemo,Southern,Maori,86,77,75,895,872,,,Masked,
343700,Maheno,Southern,Maori,87,66,63,759,724,,,Masked,
343800,Weston,Southern,Maori,49,46,42,939,857,,,Masked,
343900,Oamaru North Milner Park,Southern,Maori,154.0,126,119,818,773,,,Masked,
343900,Oamaru North Milner Park,Southern,Pacific Peoples,148.0,Masked,Masked,>950,>950,,,Masked,
344000,Oamaru North Orana Park,Southern,Maori,170,151,141,888,829,,,Masked,
344000,Oamaru North Orana Park,Southern,Pacific Peoples,188,Masked,Masked,>950,>950,,,Masked,
344100,Oamaru Gardens,Southern,Maori,56,49,48,875,857,,,Masked,
344200,Glen Warren,Southern,Maori,104,93.0,88.0,894,846,,,Masked,
344200,Glen Warren,Southern,Pacific Peoples,123,101.0,96.0,821,780,,,Masked,
344300,Holmes Hill,Southern,Maori,57,Masked,53,>950,930,,,Masked,
344500,South Hill,Southern,Maori,156,141,129,904,827,,,Masked,
344500,South Hill,Southern,Pacific Peoples,63,Masked,Masked,>950,>950,,,Masked,
344700,Palmerston,Southern,Maori,94,74,68,787,723,,,Masked,
344800,Lindis-Nevis Valleys,Southern,Maori,91,Masked,83,>950,912,,,Masked,
344900,Cromwell West,Southern,Maori,201,186,181,925,900,,,Masked,
344900,Cromwell West,Southern,Pacific Peoples,73,Masked,Masked,>950,>950,,,Masked,
345000,Cromwell East,Southern,Maori,143,133,125,930,874,,,Masked,
345000,Cromwell East,Southern,Pacific Peoples,42,Masked,Masked,>950,>950,,,Masked,
345100,Manuherikia-Ida Valleys,Southern,Maori,57,45,43,789,754,,,Masked,
345300,Dunstan-Galloway,Southern,Maori,92,87,86,946,935,,,Masked,
345400,Clyde,Southern,Maori,53,Masked,Masked,>950,>950,,,Masked,
345500,Alexandra North,Southern,Maori,243,220,209,905,860,,,Masked,
345600,Alexandra South,Southern,Maori,151,135,130,894,861,,,Masked,
345700,Maniototo,Southern,Maori,119,104,98,874,824,,,Masked,
345800,Teviot Valley,Southern,Maori,150,113,105,753,700,,,Masked,
346600,Wanaka Waterfront,Southern,Maori,57,49,48,860,842,,,Masked,
346700,Wanaka North,Southern,Maori,118,Masked,Masked,>950,>950,,,Masked,
346800,Wanaka West,Southern,Maori,45,35,34,778,756,,,Masked,
346900,Albert Town,Southern,Maori,79,Masked,73,>950,924,,,Masked,
347100,Lake Hawea,Southern,Maori,77,65,62,844,805,,,Masked,
347200,Upper Clutha Valley,Southern,Maori,53,46,43,868,811,,,Masked,
347400,Arthurs Point,Southern,Maori,45,Masked,41,>950,911,,,Masked,
347500,Wakatipu Basin,Southern,Maori,61,56,54,918,885,,,Masked,
347700,Warren Park,Southern,Maori,42,38,36,905,857,,,Masked,
347800,Sunshine Bay-Fernhill,Southern,Maori,130,112,107,862,823,,,Masked,
347900,Arrowtown,Southern,Maori,93,88,86,946,925,,,Masked,
348300,Frankton Arm,Southern,Maori,67,59,58,881,866,,,Masked,
348400,Frankton,Southern,Maori,111,103,101,928,910,,,Masked,
348400,Frankton,Southern,Pacific Peoples,43,Masked,Masked,>950,>950,,,Masked,
348700,Shotover Country,Southern,Maori,148,140,137,946,926,,,Masked,
348700,Shotover Country,Southern,Pacific Peoples,57,Masked,Masked,>950,>950,,,Masked,
348800,Lake Hayes Estate,Southern,Maori,116,Masked,Masked,>950,>950,,,Masked,
348900,Jacks Point,Southern,Maori,56,Masked,Masked,>950,>950,,,Masked,
349100,Bucklands Crossing,Southern,Maori,129,108,106,837,822,,,Masked,
349200,Waikouaiti,Southern,Maori,91,71,66,780,725,,,Masked,
349300,Momona,Southern,Maori,105,99,96,943,914,,,Masked,
349400,Taieri,Southern,Maori,62,57,55,919,887,,,Masked,
349600,Mount Cargill,Southern,Maori,104,Masked,97,>950,933,,,Masked,
349700,Bush Road,Southern,Maori,97,91,85,938,876,,,Masked,
349800,Mosgiel East,Southern,Maori,120,Masked,Masked,>950,>950,,,Masked,
349900,Mosgiel Central,Southern,Maori,95,Masked,Masked,>950,>950,,,Masked,
350000,Seddon Park,Southern,Maori,167,Masked,140,>950,838,,,Masked,
350000,Seddon Park,Southern,Pacific Peoples,49,46,45,939,918,,,Masked,
350200,Saddle Hill-Chain Hills,Southern,Maori,42,Masked,Masked,>950,>950,,,Masked,
350300,East Taieri,Southern,Maori,93,Masked,Masked,>950,>950,,,Masked,
350400,Halfway Bush,Southern,Maori,102,96,91,941,892,,,Masked,
350400,Halfway Bush,Southern,Pacific Peoples,53,50,48,943,906,,,Masked,
350500,Helensburgh,Southern,Maori,50,47,44,940,880,,,Masked,
350600,Glenleith,Southern,Maori,60,57,53.0,950,883,,,Masked,
350600,Glenleith,Southern,Pacific Peoples,40,Masked,Masked,>950,>950,,,Masked,
350700,Fairfield (Dunedin City),Southern,Maori,117,Masked,Masked,>950,>950,,,Masked,
350900,Brockville,Southern,Maori,238,212,201,891,845,,,Masked,
350900,Brockville,Southern,Pacific Peoples,98,Masked,Masked,>950,>950,,,Masked,
351000,Wakari,Southern,Maori,254,Masked,235,>950,925,,,Masked,
351000,Wakari,Southern,Pacific Peoples,95,88,84,926,884,,,Masked,
351100,Abbotsford,Southern,Maori,148,Masked,140,>950,946,,,Masked,
351100,Abbotsford,Southern,Pacific Peoples,41,Masked,Masked,>950,>950,,,Masked,
351200,Brighton,Southern,Maori,99,92,87,929,879,,,Masked,
351300,Pine Hill-Dalmore,Southern,Maori,177,163,157,921,887,,,Masked,
351300,Pine Hill-Dalmore,Southern,Pacific Peoples,59,55,53,932,898,,,Masked,
351400,Kaikorai-Bradford,Southern,Maori,71,Masked,Masked,>950,>950,,,Masked,
351500,Maori Hill,Southern,Maori,106,Masked,Masked,>950,>950,,,Masked,
351600,Roslyn (Dunedin City),Southern,Maori,139,Masked,Masked,>950,>950,,,Masked,
351600,Roslyn (Dunedin City),Southern,Pacific Peoples,44,Masked,Masked,>950,>950,,,Masked,
351700,North East Valley Chingford,Southern,Maori,139,123,115,885,827,,,Masked,
351700,North East Valley Chingford,Southern,Pacific Peoples,50,Masked,Masked,>950,>950,,,Masked,
351800,Roseneath-Sawyers Bay,Southern,Maori,85,Masked,76,>950,894,,,Masked,
351900,Normanby ,Southern,Maori,74,Masked,69,>950,932,,,Masked,
352000,North East Valley Knox,Southern,Maori,193,Masked,183,>950,948,,,Masked,
352000,North East Valley Knox,Southern,Pacific Peoples,82,Masked,Masked,>950,>950,,,Masked,
352100,Belleknowes,Southern,Maori,105,99,95,943,905,,,Masked,
352200,Gardens (Dunedin City),Southern,Maori,240,Masked,Masked,>950,>950,,,Masked,
352200,Gardens (Dunedin City),Southern,Pacific Peoples,81,Masked,Masked,>950,>950,,,Masked,
352300,Kenmure,Southern,Maori,109,102,100,936,917,,,Masked,
352400,Campus West,Southern,Maori,93,Masked,Masked,>950,>950,,,Masked,
352400,Campus West,Southern,Pacific Peoples,56,Masked,Masked,>950,>950,,,Masked,
352500,Waldronville,Southern,Maori,75,Masked,Masked,>950,>950,,,Masked,
352600,Green Island,Southern,Maori,177,162,148,915,836,,,Masked,
352600,Green Island,Southern,Pacific Peoples,42,37,36,881,857,,,Masked,
352700,Port Chalmers,Southern,Maori,104,86,81,827,779,,,Masked,
352800,Royal Terrace,Southern,Maori,97,Masked,Masked,>950,>950,,,Masked,
352900,Arthur Street,Southern,Maori,111,103,101,928,910,,,Masked,
352900,Arthur Street,Southern,Pacific Peoples,62,56,56,903,903,,,Masked,
353000,Opoho,Southern,Maori,60,Masked,Masked,>950,>950,,,Masked,
353100,Campus North,Southern,Maori,182,Masked,Masked,>950,>950,,,Masked,
353100,Campus North,Southern,Pacific Peoples,126,Masked,Masked,>950,>950,,,Masked,
353200,Campus South,Southern,Maori,141,Masked,Masked,>950,>950,,,Masked,
353200,Campus South,Southern,Pacific Peoples,86,Masked,Masked,>950,>950,,,Masked,
353300,Mornington,Southern,Maori,223,199,192,892,861,,,Masked,
353300,Mornington,Southern,Pacific Peoples,90,Masked,85,>950,944,,,Masked,
353400,Dunedin Central,Southern,Maori,181,169,162,934,895,,,Masked,
353400,Dunedin Central,Southern,Pacific Peoples,73,Masked,Masked,>950,>950,,,Masked,
353500,Maryhill,Southern,Maori,124,114,108,919,871,,,Masked,
353500,Maryhill,Southern,Pacific Peoples,80,Masked,Masked,>950,>950,,,Masked,
353600,Ravensbourne-St Leonards,Southern,Maori,133,122,117,917,880,,,Masked,
353800,Fernhill,Southern,Maori,151,136,128,901,848,,,Masked,
353800,Fernhill,Southern,Pacific Peoples,65,Masked,Masked,>950,>950,,,Masked,
353900,Otago Peninsula,Southern,Maori,115,99,97,861,843,,,Masked,
354000,Concord,Southern,Maori,116,98,91,845,784,,,Masked,
354000,Concord,Southern,Pacific Peoples,57,Masked,54,>950,947,,,Masked,
354100,Calton Hill,Southern,Maori,130,112,110,862,846,,,Masked,
354100,Calton Hill,Southern,Pacific Peoples,74,64,61,865,824,,,Masked,
354200,Caversham,Southern,Maori,222,195,180,878,811,,,Masked,
354200,Caversham,Southern,Pacific Peoples,122,Masked,108,>950,885,,,Masked,
354400,Kew (Dunedin City),Southern,Maori,86,Masked,Masked,>950,>950,,,Masked,
354400,Kew (Dunedin City),Southern,Pacific Peoples,44,Masked,Masked,>950,>950,,,Masked,
354500,Corstorphine,Southern,Maori,150,128,120,853,800,,,Masked,
354500,Corstorphine,Southern,Pacific Peoples,109,96,92,881,844,,,Masked,
354600,Forbury,Southern,Maori,131,113,106,863,809,,,Masked,
354600,Forbury,Southern,Pacific Peoples,70,Masked,Masked,>950,>950,,,Masked,
354700,Bathgate Park,Southern,Maori,252,223,210,885,833,,,Masked,
354700,Bathgate Park,Southern,Pacific Peoples,121,Masked,115,>950,950,,,Masked,
354800,St Clair,Southern,Maori,128,Masked,Masked,>950,>950,,,Masked,
354800,St Clair,Southern,Pacific Peoples,56,Masked,Masked,>950,>950,,,Masked,
354900,Waverley ,Southern,Maori,115,Masked,105,>950,913,,,Masked,
355000,Macandrew Bay-Company Bay,Southern,Maori,73,68,67,932,918,,,Masked,
355100,Broad Bay-Portobello,Southern,Maori,79,75,72,949,911,,,Masked,
355200,St Kilda South,Southern,Maori,244,Masked,Masked,>950,>950,,,Masked,
355200,St Kilda South,Southern,Pacific Peoples,127,Masked,Masked,>950,>950,,,Masked,
355300,Musselburgh,Southern,Maori,98,Masked,Masked,>950,>950,,,Masked,
355400,Shiel Hill,Southern,Maori,67,Masked,Masked,>950,>950,,,Masked,
355500,St Kilda North,Southern,Maori,174,Masked,164,>950,943,,,Masked,
355500,St Kilda North,Southern,Pacific Peoples,120,Masked,Masked,>950,>950,,,Masked,
355600,Andersons Bay,Southern,Maori,138,Masked,131,>950,949,,,Masked,
355700,Tainui,Southern,Maori,113,101,100,894,885,,,Masked,
355700,Tainui,Southern,Pacific Peoples,53,47,44,887,830,,,Masked,
355800,West Otago,Southern,Maori,156,137,132,878,846,,,Masked,
355900,Tuapeka,Southern,Maori,94,73,68,777,723,,,Masked,
356000,Clinton,Southern,Maori,74,57,53,770,716,,,Masked,
356100,Clutha Valley,Southern,Maori,79,63,60,797,759,,,Masked,
356200,Bruce,Southern,Maori,166,138,135,831,813,,,Masked,
356300,Catlins,Southern,Maori,84,Masked,76,>950,905,,,Masked,
356400,Milton,Southern,Maori,278,240,212,863,763,,,Masked,
356500,Balclutha South,Southern,Maori,258,236,218,915,845,,,Masked,
356500,Balclutha South,Southern,Pacific Peoples,70,Masked,Masked,>950,>950,,,Masked,
356600,Balclutha North,Southern,Maori,126,Masked,107,>950,849,,,Masked,
356600,Balclutha North,Southern,Pacific Peoples,59,Masked,Masked,>950,>950,,,Masked,
356700,Benhar-Stirling,Southern,Maori,47,41,39,872,830,,,Masked,
356800,Kaitangata-Matau,Southern,Maori,130,Masked,118,>950,908,,,Masked,
357300,Mararoa,Southern,Maori,52,42,40,808,769,,,Masked,
357500,Te Anau,Southern,Maori,158,133,130,842,823,,,Masked,
357700,Mossburn,Southern,Maori,71,58,54,817,761,,,Masked,
357900,Longwood Forest,Southern,Maori,156,127,120,814,769,,,Masked,
358000,Ohai-Nightcaps,Southern,Maori,180,144,134,800,744,,,Masked,
358100,Riversdale-Piano Flat,Southern,Maori,79,74,69,937,873,,,Masked,
358200,Lumsden-Balfour,Southern,Maori,65,53,49,815,754,,,Masked,
358300,Oreti River,Southern,Maori,102,80,76,784,745,,,Masked,
358400,Otautau,Southern,Maori,183,149,137,814,749,,,Masked,
358500,Hedgehope,Southern,Maori,60,50,48,833,800,,,Masked,
358600,Winton,Southern,Maori,170,152,144,894,847,,,Masked,
358700,Waianiwa,Southern,Maori,49,43,41,878,837,,,Masked,
358800,Riverton,Southern,Maori,205,171,159,834,776,,,Masked,
358900,Wallacetown,Southern,Maori,65,Masked,59,>950,908,,,Masked,
359000,Grove Bush,Southern,Maori,47,39,37,830,787,,,Masked,
359100,Edendale-Woodlands,Southern,Maori,152,132,118,868,776,,,Masked,
359300,Stewart Island,Southern,Maori,48,42,41,875,854,,,Masked,
359400,Awarua Plains,Southern,Maori,47,40,37,851,787,,,Masked,
359500,Wyndham-Catlins,Southern,Maori,179,160,152,894,849,,,Masked,
359600,Waikaka,Southern,Maori,50,41,39,820,780,,,Masked,
359700,Waimumu-Kaiwera,Southern,Maori,41,37,31,902,756,,,Masked,
359800,Gore North,Southern,Maori,100,88,84,880,840,,,Masked,
359900,Gore West,Southern,Maori,204,181,175,887,858,,,Masked,
360000,East Gore,Southern,Maori,160,143,126,894,788,,,Masked,
360200,Gore Main,Southern,Maori,72,65,60,903,833,,,Masked,
360300,Gore South,Southern,Maori,62,46,42,742,677,,,Masked,
360400,Mataura,Southern,Maori,352,329,313,935,889,,,Masked,
360500,West Plains-Makarewa,Southern,Maori,134,122,114,910,851,,,Masked,
360600,Prestonville-Grasmere,Southern,Maori,368,334,321,908,872,,,Masked,
360600,Prestonville-Grasmere,Southern,Pacific Peoples,70,Masked,66,>950,943,,,Masked,
360700,Donovan Park,Southern,Maori,179,Masked,168,>950,939,,,Masked,
360800,Myross Bush,Southern,Maori,61,Masked,55,>950,902,,,Masked,
360900,Otatara,Southern,Maori,244,Masked,Masked,>950,>950,,,Masked,
361000,Invercargill Central,Southern,Maori,172,145,128,843,744,,,Masked,
361100,Gladstone (Invercargill City),Southern,Maori,171,159,152,930,889,,,Masked,
361200,Rosedale,Southern,Maori,116,108,106,931,914,,,Masked,
361300,Avenal,Southern,Maori,112,100,97,893,866,,,Masked,
361400,Hargest,Southern,Maori,142,Masked,Masked,>950,>950,,,Masked,
361500,Windsor ,Southern,Maori,237,221,212,932,895,,,Masked,
361500,Windsor ,Southern,Pacific Peoples,54,Masked,51,>950,944,,,Masked,
361600,Richmond (Invercargill City),Southern,Maori,329,302,286,918,869,,,Masked,
361600,Richmond (Invercargill City),Southern,Pacific Peoples,71,Masked,Masked,>950,>950,,,Masked,
361700,Glengarry,Southern,Maori,346,293,274,847,792,,,Masked,
361700,Glengarry,Southern,Pacific Peoples,79,Masked,Masked,>950,>950,,,Masked,
361900,Turnbull Thompson Park,Southern,Maori,235,211,195,898,830,,,Masked,
362000,Crinan,Southern,Maori,295,227,212,769,719,,,Masked,
362000,Crinan,Southern,Pacific Peoples,60,Masked,57,>950,950,,,Masked,
362100,Georgetown,Southern,Maori,344,269,239,782,695,,,Masked,
362100,Georgetown,Southern,Pacific Peoples,76,Masked,71,>950,934,,,Masked,
362200,Kew (Invercargill City),Southern,Maori,330,273,240,827,727,,,Masked,
362200,Kew (Invercargill City),Southern,Pacific Peoples,122,Masked,Masked,>950,>950,,,Masked,
362300,Kennington-Tisbury,Southern,Maori,132,123,120,932,909,,,Masked,
362400,Newfield,Southern,Maori,348,325,310,934,891,,,Masked,
362400,Newfield,Southern,Pacific Peoples,81,70,65,864,802,,,Masked,
